transaction_id,seller_id,transaction_date,month,gmv,commission_rate,commission_amount,shipping_fee,refund_amount,discrepancy_amount,net_payout,status,payment_method
TXN0001621,SLR00015,2024-10-09,2024-10,1140.46,0.12,136.86,0,0.0,0.0,1003.6,Processed,RTGS
TXN0001622,SLR00049,2024-10-15,2024-10,575.67,0.15,86.35,0,0.0,0.0,489.32,Processed,IMPS
TXN0001623,SLR00088,2024-12-03,2024-12,289.4,0.15,43.41,40,0.0,0.0,205.99,Processed,IMPS
TXN0001624,SLR00068,2024-12-16,2024-12,2292.05,0.15,343.81,60,0.0,0.0,1888.24,Processed,NEFT
TXN0001625,SLR00012,2024-12-08,2024-12,57.07,0.08,4.57,80,0.0,0.0,-27.5,On Hold,RTGS
TXN0001626,SLR00059,2024-10-03,2024-10,419.09,0.1,41.91,80,0.0,0.0,297.18,Processed,IMPS
TXN0001627,SLR00037,2024-12-20,2024-12,2818.02,0.12,338.16,0,0.0,0.0,2479.86,Processed,NEFT
TXN0001628,SLR00061,2024-12-05,2024-12,372.04,0.12,44.64,80,0.0,0.0,247.4,Processed,IMPS
TXN0001629,SLR00101,2024-12-13,2024-12,1754.63,0.1,175.46,0,0.0,0.0,1579.17,Processed,NEFT
TXN0001630,SLR00043,2024-10-31,2024-10,419.76,0.1,41.98,40,0.0,0.0,337.78,Processed,IMPS
TXN0001631,SLR00070,2024-12-31,2024-12,634.59,0.08,50.77,80,0.0,0.0,503.82,Processed,NEFT
TXN0001632,SLR00039,2024-10-19,2024-10,2186.17,0.15,327.93,0,0.0,0.0,1858.24,Processed,NEFT
TXN0001633,SLR00056,2024-11-07,2024-11,236.65,0.08,18.93,0,0.0,0.0,217.72,Processed,NEFT
TXN0001634,SLR00063,2024-11-24,2024-11,2682.04,0.15,402.31,40,0.0,0.0,2239.73,Processed,NEFT
TXN0001635,SLR00046,2024-10-01,2024-10,1158.76,0.15,173.81,60,0.0,0.0,924.95,Processed,NEFT
TXN0001636,SLR00088,2024-12-18,2024-12,4952.89,0.15,742.93,60,0.0,0.0,4149.96,Processed,RTGS
TXN0001637,SLR00011,2024-11-15,2024-11,1407.8,0.1,140.78,40,0.0,0.0,1227.02,Processed,IMPS
TXN0001638,SLR00062,2024-10-31,2024-10,303.87,0.12,36.46,80,0.0,0.0,187.41,Processed,NEFT
TXN0001639,SLR00077,2024-12-13,2024-12,8721.91,0.15,1308.29,80,0.0,0.0,7333.62,Processed,RTGS
TXN0001640,SLR00098,2024-11-23,2024-11,335.92,0.15,50.39,80,0.0,0.0,205.53,Processed,IMPS
TXN0001641,SLR00025,2024-10-24,2024-10,834.98,0.15,125.25,40,0.0,0.0,669.73,Processed,NEFT
TXN0001642,SLR00071,2024-12-25,2024-12,3459.54,0.15,518.93,0,2875.36,0.0,65.25,Processed,NEFT
TXN0001643,SLR00052,2024-12-25,2024-12,114.9,0.15,17.24,0,0.0,0.0,97.66,Processed,NEFT
TXN0001644,SLR00004,2024-10-11,2024-10,6170.92,0.15,925.64,60,0.0,0.0,5185.28,Processed,RTGS
TXN0001645,SLR00059,2024-12-07,2024-12,275.6,0.1,27.56,80,0.0,0.0,168.04,Pending,UPI
TXN0001646,SLR00072,2024-11-16,2024-11,635.24,0.12,76.23,100,0.0,0.0,459.01,Processed,NEFT
TXN0001647,SLR00020,2024-10-09,2024-10,1550.96,0.12,186.12,0,0.0,0.0,1364.84,Processed,IMPS
TXN0001648,SLR00093,2024-12-07,2024-12,1043.1,0.15,156.46,0,0.0,0.0,886.64,Processed,IMPS
TXN0001649,SLR00063,2024-12-09,2024-12,2827.11,0.15,424.07,0,0.0,0.0,2403.04,Processed,UPI
TXN0001650,SLR00054,2024-12-04,2024-12,160.62,0.08,12.85,0,0.0,0.0,147.77,Processed,IMPS
TXN0001651,SLR00117,2024-12-04,2024-12,2625.28,0.15,393.79,60,0.0,0.0,2171.49,Processed,IMPS
TXN0001652,SLR00115,2024-12-10,2024-12,2889.07,0.15,433.36,100,2035.66,0.0,320.05,Processed,IMPS
TXN0001653,SLR00109,2024-10-03,2024-10,3770.91,0.12,452.51,60,3138.34,0.0,120.06,Processed,IMPS
TXN0001654,SLR00110,2024-11-19,2024-11,162.78,0.1,16.28,60,0.0,0.0,86.5,Processed,IMPS
TXN0001655,SLR00074,2024-11-30,2024-11,188.16,0.15,28.22,60,0.0,0.0,99.94,Processed,IMPS
TXN0001656,SLR00107,2024-10-06,2024-10,727.16,0.15,109.07,0,0.0,0.0,618.09,Processed,UPI
TXN0001657,SLR00098,2024-12-21,2024-12,214.22,0.15,32.13,80,0.0,0.0,102.09,Processed,UPI
TXN0001658,SLR00057,2024-11-19,2024-11,125.87,0.1,12.59,60,0.0,0.0,53.28,Processed,NEFT
TXN0001659,SLR00090,2024-11-17,2024-11,690.52,0.15,103.58,0,0.0,0.0,586.94,Processed,UPI
TXN0001660,SLR00041,2024-11-02,2024-11,1452.31,0.12,174.28,60,0.0,0.0,1218.03,Processed,NEFT
TXN0001661,SLR00113,2024-10-03,2024-10,31532.54,0.08,2522.6,60,0.0,0.0,28949.94,Pending,RTGS
TXN0001662,SLR00003,2024-11-15,2024-11,2118.39,0.15,317.76,0,0.0,0.0,1800.63,Processed,UPI
TXN0001663,SLR00120,2024-10-09,2024-10,8979.72,0.15,1346.96,0,0.0,0.0,7632.76,Processed,RTGS
TXN0001664,SLR00006,2024-11-14,2024-11,1040.04,0.12,124.8,40,0.0,0.0,875.24,Processed,IMPS
TXN0001665,SLR00005,2024-10-31,2024-10,2146.25,0.12,257.55,0,0.0,0.0,1888.7,Processed,IMPS
TXN0001666,SLR00005,2024-12-24,2024-12,920.24,0.12,110.43,0,0.0,0.0,809.81,Processed,NEFT
TXN0001667,SLR00054,2024-12-20,2024-12,27439.75,0.08,2195.18,60,0.0,0.0,25184.57,Processed,IMPS
TXN0001668,SLR00047,2024-10-14,2024-10,481.69,0.12,57.8,40,0.0,0.0,383.89,Processed,IMPS
TXN0001669,SLR00087,2024-12-14,2024-12,566.81,0.15,85.02,60,0.0,0.0,421.79,Processed,NEFT
TXN0001670,SLR00049,2024-11-12,2024-11,2852.21,0.15,427.83,100,0.0,0.0,2324.38,Processed,NEFT
TXN0001671,SLR00009,2024-10-18,2024-10,1406.65,0.15,211.0,60,0.0,0.0,1135.65,Processed,IMPS
TXN0001672,SLR00099,2024-10-06,2024-10,659.19,0.1,65.92,60,0.0,-88.09,445.18,Discrepancy,UPI
TXN0001673,SLR00020,2024-11-15,2024-11,3471.88,0.12,416.63,80,0.0,0.0,2975.25,Processed,IMPS
TXN0001674,SLR00113,2024-12-09,2024-12,1043.8,0.08,83.5,60,0.0,0.0,900.3,Processed,NEFT
TXN0001675,SLR00061,2024-11-13,2024-11,1035.01,0.12,124.2,0,0.0,0.0,910.81,Processed,NEFT
TXN0001676,SLR00106,2024-12-22,2024-12,1446.21,0.12,173.55,40,0.0,0.0,1232.66,Processed,IMPS
TXN0001677,SLR00035,2024-10-23,2024-10,136.87,0.08,10.95,60,0.0,0.0,65.92,Processed,NEFT
TXN0001678,SLR00050,2024-12-27,2024-12,162.08,0.12,19.45,60,0.0,0.0,82.63,Pending,IMPS
TXN0001679,SLR00082,2024-11-29,2024-11,4041.11,0.15,606.17,100,0.0,0.0,3334.94,Processed,NEFT
TXN0001680,SLR00062,2024-12-29,2024-12,486.7,0.12,58.4,60,0.0,0.0,368.3,Processed,UPI
TXN0001681,SLR00017,2024-12-01,2024-12,934.92,0.12,112.19,80,0.0,0.0,742.73,Processed,NEFT
TXN0001682,SLR00088,2024-12-20,2024-12,7592.58,0.15,1138.89,0,0.0,0.0,6453.69,Processed,IMPS
TXN0001683,SLR00003,2024-10-24,2024-10,986.89,0.15,148.03,60,0.0,0.0,778.86,Processed,NEFT
TXN0001684,SLR00032,2024-10-18,2024-10,852.26,0.12,102.27,100,0.0,0.0,649.99,Processed,NEFT
TXN0001685,SLR00099,2024-10-09,2024-10,3214.07,0.1,321.41,0,0.0,0.0,2892.66,Processed,NEFT
TXN0001686,SLR00102,2024-12-31,2024-12,534.9,0.15,80.24,0,0.0,0.0,454.66,Processed,RTGS
TXN0001687,SLR00013,2024-11-28,2024-11,4644.85,0.15,696.73,40,0.0,0.0,3908.12,Processed,NEFT
TXN0001688,SLR00120,2024-10-05,2024-10,3135.89,0.15,470.38,80,0.0,0.0,2585.51,Processed,NEFT
TXN0001689,SLR00111,2024-11-07,2024-11,9861.56,0.12,1183.39,0,0.0,0.0,8678.17,Processed,NEFT
TXN0001690,SLR00089,2024-10-26,2024-10,478.95,0.08,38.32,60,312.71,0.0,67.92,Processed,IMPS
TXN0001691,SLR00073,2024-10-06,2024-10,5655.42,0.1,565.54,0,0.0,0.0,5089.88,Processed,IMPS
TXN0001692,SLR00068,2024-10-26,2024-10,2132.2,0.15,319.83,40,0.0,0.0,1772.37,Processed,NEFT
TXN0001693,SLR00014,2024-10-06,2024-10,223.53,0.12,26.82,100,0.0,0.0,96.71,Processed,IMPS
TXN0001694,SLR00101,2024-11-10,2024-11,48.65,0.1,4.86,0,0.0,0.0,43.79,Processed,IMPS
TXN0001695,SLR00098,2024-11-09,2024-11,420.89,0.15,63.13,0,0.0,0.0,357.76,Processed,UPI
TXN0001696,SLR00011,2024-12-05,2024-12,1557.47,0.1,155.75,40,1078.95,0.0,282.77,Processed,RTGS
TXN0001697,SLR00105,2024-11-20,2024-11,1853.47,0.08,148.28,60,932.23,0.0,712.96,Processed,IMPS
TXN0001698,SLR00056,2024-12-09,2024-12,1021.58,0.08,81.73,0,0.0,0.0,939.85,Processed,IMPS
TXN0001699,SLR00067,2024-11-30,2024-11,1032.61,0.12,123.91,60,0.0,0.0,848.7,Processed,IMPS
TXN0001700,SLR00092,2024-11-02,2024-11,942.76,0.15,141.41,100,0.0,0.0,701.35,Processed,NEFT
TXN0001701,SLR00029,2024-10-05,2024-10,3779.93,0.15,566.99,40,0.0,0.0,3172.94,Processed,UPI
TXN0001702,SLR00009,2024-12-22,2024-12,195.67,0.15,29.35,40,0.0,0.0,126.32,Processed,NEFT
TXN0001703,SLR00067,2024-10-25,2024-10,1513.15,0.12,181.58,40,0.0,0.0,1291.57,Processed,IMPS
TXN0001704,SLR00025,2024-11-06,2024-11,408.58,0.15,61.29,60,0.0,0.0,287.29,Processed,IMPS
TXN0001705,SLR00098,2024-11-15,2024-11,369.5,0.15,55.42,0,0.0,0.0,314.08,Processed,RTGS
TXN0001706,SLR00076,2024-10-07,2024-10,4498.4,0.15,674.76,60,0.0,0.0,3763.64,Processed,IMPS
TXN0001707,SLR00042,2024-12-23,2024-12,337.0,0.15,50.55,100,0.0,0.0,186.45,Processed,IMPS
TXN0001708,SLR00009,2024-11-12,2024-11,927.58,0.15,139.14,0,0.0,0.0,788.44,Processed,NEFT
TXN0001709,SLR00079,2024-11-04,2024-11,11501.1,0.12,1380.13,60,0.0,0.0,10060.97,Processed,IMPS
TXN0001710,SLR00040,2024-10-16,2024-10,2997.98,0.15,449.7,0,0.0,0.0,2548.28,Processed,NEFT
TXN0001711,SLR00025,2024-11-17,2024-11,635.26,0.15,95.29,60,0.0,0.0,479.97,Processed,UPI
TXN0001712,SLR00005,2024-11-25,2024-11,701.45,0.12,84.17,40,0.0,0.0,577.28,Processed,NEFT
TXN0001713,SLR00011,2024-11-21,2024-11,251.48,0.1,25.15,60,0.0,0.0,166.33,Processed,IMPS
TXN0001714,SLR00059,2024-11-26,2024-11,5222.72,0.1,522.27,60,0.0,-189.64,4450.81,Discrepancy,IMPS
TXN0001715,SLR00098,2024-11-19,2024-11,3690.89,0.15,553.63,0,0.0,0.0,3137.26,Processed,NEFT
TXN0001716,SLR00088,2024-11-13,2024-11,2499.69,0.15,374.95,80,0.0,0.0,2044.74,Processed,NEFT
TXN0001717,SLR00079,2024-10-24,2024-10,2853.21,0.12,342.39,60,0.0,0.0,2450.82,Processed,RTGS
TXN0001718,SLR00038,2024-12-03,2024-12,432.93,0.1,43.29,0,0.0,0.0,389.64,Processed,UPI
TXN0001719,SLR00072,2024-12-28,2024-12,171.14,0.12,20.54,100,0.0,0.0,50.6,Processed,NEFT
TXN0001720,SLR00005,2024-12-03,2024-12,2148.76,0.12,257.85,0,0.0,0.0,1890.91,Processed,IMPS
TXN0001721,SLR00048,2024-11-17,2024-11,3185.2,0.15,477.78,60,0.0,0.0,2647.42,Processed,IMPS
TXN0001722,SLR00090,2024-12-06,2024-12,7543.61,0.15,1131.54,40,0.0,0.0,6372.07,Processed,NEFT
TXN0001723,SLR00018,2024-11-04,2024-11,861.72,0.15,129.26,60,0.0,-224.87,447.59,Discrepancy,NEFT
TXN0001724,SLR00070,2024-10-11,2024-10,723.35,0.08,57.87,0,0.0,0.0,665.48,Processed,RTGS
TXN0001725,SLR00037,2024-11-24,2024-11,822.94,0.12,98.75,40,0.0,0.0,684.19,Processed,NEFT
TXN0001726,SLR00060,2024-10-11,2024-10,2452.57,0.12,294.31,0,0.0,0.0,2158.26,Processed,RTGS
TXN0001727,SLR00048,2024-11-25,2024-11,781.72,0.15,117.26,60,0.0,144.19,748.65,Discrepancy,NEFT
TXN0001728,SLR00077,2024-12-17,2024-12,1030.0,0.15,154.5,60,0.0,0.0,815.5,Pending,NEFT
TXN0001729,SLR00028,2024-10-24,2024-10,2972.81,0.15,445.92,60,0.0,0.0,2466.89,Processed,NEFT
TXN0001730,SLR00069,2024-12-09,2024-12,517.49,0.1,51.75,80,0.0,0.0,385.74,Processed,NEFT
TXN0001731,SLR00077,2024-11-07,2024-11,5821.92,0.15,873.29,100,0.0,0.0,4848.63,Processed,NEFT
TXN0001732,SLR00081,2024-11-11,2024-11,2344.22,0.08,187.54,60,1399.23,0.0,697.45,Processed,NEFT
TXN0001733,SLR00114,2024-10-14,2024-10,118.02,0.15,17.7,60,0.0,0.0,40.32,Processed,UPI
TXN0001734,SLR00040,2024-10-11,2024-10,590.86,0.15,88.63,0,0.0,0.0,502.23,Processed,NEFT
TXN0001735,SLR00045,2024-11-11,2024-11,96.62,0.12,11.59,80,0.0,0.0,5.03,Processed,UPI
TXN0001736,SLR00096,2024-12-24,2024-12,866.09,0.15,129.91,80,590.43,0.0,65.75,Processed,RTGS
TXN0001737,SLR00062,2024-11-07,2024-11,603.07,0.12,72.37,0,0.0,0.0,530.7,Pending,NEFT
TXN0001738,SLR00093,2024-11-09,2024-11,2986.41,0.15,447.96,60,0.0,0.0,2478.45,Processed,IMPS
TXN0001739,SLR00115,2024-11-27,2024-11,380.99,0.15,57.15,100,0.0,0.0,223.84,Processed,IMPS
TXN0001740,SLR00058,2024-12-17,2024-12,1746.35,0.12,209.56,0,0.0,0.0,1536.79,Processed,UPI
TXN0001741,SLR00067,2024-12-31,2024-12,2170.29,0.12,260.43,40,0.0,0.0,1869.86,Processed,NEFT
TXN0001742,SLR00056,2024-11-24,2024-11,1493.14,0.08,119.45,40,0.0,0.0,1333.69,Processed,UPI
TXN0001743,SLR00040,2024-10-22,2024-10,4307.65,0.15,646.15,40,3517.3,0.0,104.2,Processed,IMPS
TXN0001744,SLR00098,2024-12-28,2024-12,13120.7,0.15,1968.1,0,0.0,0.0,11152.6,Processed,IMPS
TXN0001745,SLR00040,2024-11-26,2024-11,1254.3,0.15,188.14,0,0.0,0.0,1066.16,Processed,IMPS
TXN0001746,SLR00091,2024-11-14,2024-11,1783.29,0.12,213.99,0,0.0,0.0,1569.3,Processed,NEFT
TXN0001747,SLR00077,2024-11-27,2024-11,381.33,0.15,57.2,80,0.0,0.0,244.13,Processed,IMPS
TXN0001748,SLR00109,2024-10-06,2024-10,322.65,0.12,38.72,40,0.0,0.0,243.93,Processed,UPI
TXN0001749,SLR00033,2024-11-15,2024-11,3791.8,0.1,379.18,40,0.0,0.0,3372.62,Processed,NEFT
TXN0001750,SLR00006,2024-12-18,2024-12,3235.15,0.12,388.22,40,0.0,0.0,2806.93,Processed,IMPS
TXN0001751,SLR00088,2024-11-25,2024-11,318.77,0.15,47.82,0,0.0,0.0,270.95,Processed,NEFT
TXN0001752,SLR00019,2024-11-05,2024-11,228.18,0.15,34.23,100,0.0,0.0,93.95,Processed,NEFT
TXN0001753,SLR00080,2024-12-21,2024-12,503.47,0.12,60.42,80,0.0,0.0,363.05,Processed,NEFT
TXN0001754,SLR00040,2024-10-08,2024-10,925.51,0.15,138.83,60,0.0,0.0,726.68,Processed,UPI
TXN0001755,SLR00092,2024-10-10,2024-10,671.19,0.15,100.68,40,0.0,0.0,530.51,Processed,IMPS
TXN0001756,SLR00097,2024-12-25,2024-12,1329.58,0.15,199.44,60,0.0,0.0,1070.14,Processed,IMPS
TXN0001757,SLR00059,2024-12-21,2024-12,3296.03,0.1,329.6,40,0.0,0.0,2926.43,Processed,RTGS
TXN0001758,SLR00059,2024-11-21,2024-11,1909.36,0.1,190.94,0,0.0,0.0,1718.42,Processed,UPI
TXN0001759,SLR00048,2024-11-16,2024-11,2086.71,0.15,313.01,40,0.0,0.0,1733.7,Processed,NEFT
TXN0001760,SLR00041,2024-12-05,2024-12,57.87,0.12,6.94,100,0.0,0.0,-49.07,On Hold,IMPS
TXN0001761,SLR00013,2024-12-26,2024-12,158.11,0.15,23.72,0,0.0,0.0,134.39,Processed,NEFT
TXN0001762,SLR00107,2024-10-21,2024-10,421.68,0.15,63.25,60,0.0,0.0,298.43,Processed,NEFT
TXN0001763,SLR00045,2024-10-04,2024-10,514.05,0.12,61.69,0,0.0,0.0,452.36,Processed,IMPS
TXN0001764,SLR00089,2024-10-19,2024-10,3004.28,0.08,240.34,0,0.0,0.0,2763.94,Processed,IMPS
TXN0001765,SLR00053,2024-12-17,2024-12,381.96,0.08,30.56,60,0.0,0.0,291.4,Processed,UPI
TXN0001766,SLR00042,2024-12-26,2024-12,2441.37,0.15,366.21,0,0.0,0.0,2075.16,Processed,NEFT
TXN0001767,SLR00100,2024-11-26,2024-11,427.47,0.12,51.3,100,0.0,0.0,276.17,Processed,UPI
TXN0001768,SLR00063,2024-10-05,2024-10,259.55,0.15,38.93,40,0.0,0.0,180.62,Processed,UPI
TXN0001769,SLR00027,2024-10-17,2024-10,274.42,0.12,32.93,0,0.0,0.0,241.49,Processed,NEFT
TXN0001770,SLR00038,2024-10-09,2024-10,16480.28,0.1,1648.03,60,0.0,0.0,14772.25,Processed,RTGS
TXN0001771,SLR00060,2024-10-31,2024-10,416.2,0.12,49.94,80,0.0,0.0,286.26,Processed,NEFT
TXN0001772,SLR00007,2024-12-22,2024-12,2512.88,0.1,251.29,0,0.0,0.0,2261.59,Processed,UPI
TXN0001773,SLR00005,2024-11-16,2024-11,169.04,0.12,20.28,60,0.0,0.0,88.76,Processed,IMPS
TXN0001774,SLR00107,2024-11-16,2024-11,6019.23,0.15,902.88,80,0.0,-54.51,4981.84,Discrepancy,UPI
TXN0001775,SLR00045,2024-11-19,2024-11,1667.11,0.12,200.05,0,0.0,0.0,1467.06,Processed,UPI
TXN0001776,SLR00058,2024-12-12,2024-12,1523.51,0.12,182.82,100,971.06,0.0,269.63,Processed,NEFT
TXN0001777,SLR00115,2024-10-05,2024-10,1801.89,0.15,270.28,0,1784.37,0.0,-252.76,On Hold,NEFT
TXN0001778,SLR00031,2024-12-17,2024-12,2056.58,0.15,308.49,0,0.0,0.0,1748.09,Processed,RTGS
TXN0001779,SLR00023,2024-10-20,2024-10,2895.41,0.12,347.45,60,2746.7,0.0,-258.74,On Hold,NEFT
TXN0001780,SLR00042,2024-12-26,2024-12,534.37,0.15,80.16,0,0.0,0.0,454.21,Processed,NEFT
TXN0001781,SLR00010,2024-11-27,2024-11,498.15,0.15,74.72,60,420.98,0.0,-57.55,On Hold,NEFT
TXN0001782,SLR00032,2024-11-17,2024-11,1163.36,0.12,139.6,40,598.86,0.0,384.9,Processed,UPI
TXN0001783,SLR00107,2024-11-17,2024-11,2493.18,0.15,373.98,0,0.0,0.0,2119.2,Processed,NEFT
TXN0001784,SLR00053,2024-11-26,2024-11,1012.33,0.08,80.99,100,0.0,0.0,831.34,Processed,IMPS
TXN0001785,SLR00030,2024-10-10,2024-10,2775.77,0.1,277.58,60,0.0,0.0,2438.19,Processed,NEFT
TXN0001786,SLR00039,2024-12-13,2024-12,2301.7,0.15,345.25,60,0.0,0.0,1896.45,Processed,IMPS
TXN0001787,SLR00031,2024-10-18,2024-10,845.24,0.15,126.79,40,0.0,0.0,678.45,Processed,NEFT
TXN0001788,SLR00082,2024-12-07,2024-12,134.74,0.15,20.21,0,0.0,0.0,114.53,Processed,IMPS
TXN0001789,SLR00100,2024-11-16,2024-11,599.3,0.12,71.92,60,592.64,0.0,-125.26,On Hold,NEFT
TXN0001790,SLR00002,2024-11-20,2024-11,8878.22,0.08,710.26,80,0.0,0.0,8087.96,Processed,NEFT
TXN0001791,SLR00078,2024-11-10,2024-11,1649.24,0.1,164.92,0,0.0,0.0,1484.32,Processed,RTGS
TXN0001792,SLR00077,2024-12-23,2024-12,509.05,0.15,76.36,40,403.87,0.0,-11.18,On Hold,NEFT
TXN0001793,SLR00093,2024-11-05,2024-11,1481.46,0.15,222.22,40,0.0,0.0,1219.24,Processed,NEFT
TXN0001794,SLR00012,2024-11-01,2024-11,2470.0,0.08,197.6,40,0.0,0.0,2232.4,Processed,NEFT
TXN0001795,SLR00039,2024-10-15,2024-10,509.34,0.15,76.4,80,0.0,0.0,352.94,Processed,IMPS
TXN0001796,SLR00066,2024-10-04,2024-10,4829.32,0.15,724.4,0,0.0,0.0,4104.92,Processed,IMPS
TXN0001797,SLR00096,2024-10-24,2024-10,1987.91,0.15,298.19,0,0.0,0.0,1689.72,Processed,UPI
TXN0001798,SLR00013,2024-12-03,2024-12,292.98,0.15,43.95,0,0.0,0.0,249.03,Processed,NEFT
TXN0001799,SLR00046,2024-12-06,2024-12,3064.5,0.15,459.68,40,0.0,0.0,2564.82,Processed,IMPS
TXN0001800,SLR00027,2024-11-19,2024-11,670.8,0.12,80.5,0,0.0,-476.52,113.78,Discrepancy,NEFT
TXN0001801,SLR00113,2024-12-11,2024-12,884.52,0.08,70.76,80,731.0,0.0,2.76,Processed,IMPS
TXN0001802,SLR00105,2024-10-16,2024-10,324.03,0.08,25.92,60,0.0,0.0,238.11,Processed,NEFT
TXN0001803,SLR00017,2024-11-03,2024-11,2339.6,0.12,280.75,0,0.0,0.0,2058.85,Processed,NEFT
TXN0001804,SLR00104,2024-11-03,2024-11,917.23,0.15,137.58,60,0.0,0.0,719.65,Processed,IMPS
TXN0001805,SLR00095,2024-12-30,2024-12,2461.46,0.15,369.22,60,0.0,0.0,2032.24,Processed,NEFT
TXN0001806,SLR00098,2024-11-27,2024-11,566.13,0.15,84.92,0,549.95,0.0,-68.74,On Hold,NEFT
TXN0001807,SLR00060,2024-10-28,2024-10,493.5,0.12,59.22,0,0.0,0.0,434.28,Processed,IMPS
TXN0001808,SLR00064,2024-12-18,2024-12,447.77,0.12,53.73,0,0.0,0.0,394.04,Processed,UPI
TXN0001809,SLR00088,2024-11-06,2024-11,1763.82,0.15,264.57,0,0.0,0.0,1499.25,Processed,UPI
TXN0001810,SLR00109,2024-12-28,2024-12,484.72,0.12,58.17,80,0.0,0.0,346.55,Processed,UPI
TXN0001811,SLR00035,2024-12-02,2024-12,859.43,0.08,68.75,40,0.0,0.0,750.68,Processed,NEFT
TXN0001812,SLR00112,2024-10-26,2024-10,588.68,0.12,70.64,100,0.0,0.0,418.04,Processed,IMPS
TXN0001813,SLR00070,2024-10-16,2024-10,1859.57,0.08,148.77,80,1273.57,0.0,357.23,Processed,RTGS
TXN0001814,SLR00083,2024-10-18,2024-10,136.68,0.12,16.4,0,0.0,0.0,120.28,Processed,UPI
TXN0001815,SLR00030,2024-10-10,2024-10,1475.04,0.1,147.5,80,0.0,0.0,1247.54,Processed,NEFT
TXN0001816,SLR00071,2024-11-27,2024-11,8757.03,0.15,1313.55,0,0.0,0.0,7443.48,Processed,IMPS
TXN0001817,SLR00074,2024-10-23,2024-10,4833.04,0.15,724.96,0,0.0,0.0,4108.08,Processed,IMPS
TXN0001818,SLR00105,2024-12-31,2024-12,523.23,0.08,41.86,60,0.0,0.0,421.37,Processed,IMPS
TXN0001819,SLR00096,2024-11-26,2024-11,1985.29,0.15,297.79,40,0.0,0.0,1647.5,Processed,UPI
TXN0001820,SLR00098,2024-10-12,2024-10,1572.9,0.15,235.94,40,0.0,0.0,1296.96,Processed,NEFT
TXN0001821,SLR00063,2024-12-27,2024-12,6394.99,0.15,959.25,60,5402.32,0.0,-26.58,On Hold,NEFT
TXN0001822,SLR00028,2024-11-10,2024-11,53.94,0.15,8.09,80,0.0,0.0,-34.15,On Hold,IMPS
TXN0001823,SLR00060,2024-12-25,2024-12,4169.04,0.12,500.28,40,0.0,0.0,3628.76,Processed,RTGS
TXN0001824,SLR00079,2024-11-14,2024-11,795.51,0.12,95.46,40,0.0,0.0,660.05,Processed,NEFT
TXN0001825,SLR00094,2024-12-30,2024-12,449.5,0.15,67.42,60,0.0,0.0,322.08,Processed,NEFT
TXN0001826,SLR00037,2024-10-09,2024-10,434.34,0.12,52.12,60,0.0,0.0,322.22,Processed,IMPS
TXN0001827,SLR00093,2024-12-10,2024-12,230.47,0.15,34.57,0,0.0,0.0,195.9,Processed,NEFT
TXN0001828,SLR00022,2024-12-09,2024-12,524.82,0.12,62.98,100,0.0,0.0,361.84,Processed,NEFT
TXN0001829,SLR00068,2024-11-07,2024-11,300.16,0.15,45.02,60,0.0,0.0,195.14,Processed,NEFT
TXN0001830,SLR00020,2024-11-08,2024-11,1361.39,0.12,163.37,60,0.0,111.76,1249.78,Discrepancy,UPI
TXN0001831,SLR00096,2024-10-21,2024-10,2225.92,0.15,333.89,100,0.0,0.0,1792.03,Processed,IMPS
TXN0001832,SLR00100,2024-12-31,2024-12,806.02,0.12,96.72,100,0.0,0.0,609.3,Processed,IMPS
TXN0001833,SLR00114,2024-12-30,2024-12,6632.04,0.15,994.81,0,0.0,0.0,5637.23,Processed,IMPS
TXN0001834,SLR00068,2024-12-29,2024-12,567.87,0.15,85.18,0,0.0,0.0,482.69,Processed,NEFT
TXN0001835,SLR00091,2024-12-21,2024-12,757.0,0.12,90.84,80,0.0,0.0,586.16,Processed,NEFT
TXN0001836,SLR00064,2024-10-23,2024-10,621.71,0.12,74.61,100,0.0,0.0,447.1,Processed,NEFT
TXN0001837,SLR00017,2024-11-16,2024-11,2249.23,0.12,269.91,60,0.0,0.0,1919.32,Processed,IMPS
TXN0001838,SLR00012,2024-12-05,2024-12,2538.91,0.08,203.11,40,2402.12,0.0,-106.32,On Hold,NEFT
TXN0001839,SLR00022,2024-10-29,2024-10,1987.12,0.12,238.45,60,0.0,0.0,1688.67,Processed,RTGS
TXN0001840,SLR00017,2024-10-16,2024-10,944.89,0.12,113.39,0,0.0,0.0,831.5,Processed,IMPS
TXN0001841,SLR00010,2024-10-26,2024-10,219.48,0.15,32.92,100,0.0,0.0,86.56,Processed,NEFT
TXN0001842,SLR00118,2024-10-18,2024-10,747.45,0.12,89.69,40,0.0,0.0,617.76,Processed,NEFT
TXN0001843,SLR00065,2024-10-31,2024-10,6462.48,0.12,775.5,100,0.0,0.0,5586.98,Processed,NEFT
TXN0001844,SLR00022,2024-12-03,2024-12,3699.25,0.12,443.91,40,0.0,0.0,3215.34,Processed,IMPS
TXN0001845,SLR00090,2024-10-04,2024-10,1560.65,0.15,234.1,100,0.0,0.0,1226.55,Processed,UPI
TXN0001846,SLR00120,2024-11-16,2024-11,691.36,0.15,103.7,40,0.0,0.0,547.66,Processed,UPI
TXN0001847,SLR00082,2024-12-10,2024-12,1078.86,0.15,161.83,80,0.0,0.0,837.03,Processed,IMPS
TXN0001848,SLR00050,2024-12-13,2024-12,695.06,0.12,83.41,100,0.0,0.0,511.65,Processed,RTGS
